Timestamp,URL,Title,Browser,Visit_Count,Incognito
2025-09-24 20:00:00,https://bomb-making-guides.onion,IED Construction Manuals,Tor,23,Yes
2025-09-24 22:00:00,https://encrypted-communications.onion,Secure Communication Protocols,Tor,15,Yes
2025-09-25 08:00:00,https://target-reconnaissance.onion,Public Venue Blueprints,Tor,18,Yes
2025-09-25 10:30:00,https://weapons-supplier-darkweb.onion,Explosives and Detonators,Tor,12,Yes
2025-09-25 13:00:00,https://cryptocurrency-anonymous.onion,Bitcoin Mixer - Untraceable,Tor,9,Yes
2025-09-25 15:30:00,https://martyrdom-videos-hosting.onion,Secure Video Hosting,Tor,7,Yes
2025-09-26 07:00:00,https://safe-house-rentals.onion,Anonymous Property Rentals,Tor,11,Yes
2025-09-26 09:30:00,https://fake-identity-documents.onion,Passport and ID Forgery,Tor,8,Yes
2025-09-26 12:00:00,https://counter-surveillance-tools.onion,Anti-Tracking Technology,Tor,14,Yes
2025-09-26 14:30:00,https://encrypted-cloud-storage.onion,Secure File Storage,Tor,6,Yes
2025-09-27 06:00:00,https://news.google.com/india-security,India Security News,Brave,5,Yes
2025-09-27 08:30:00,https://maps.google.com/cst-station-mumbai,CST Railway Station Mumbai,Brave,3,No
2025-09-27 11:00:00,https://maps.google.com/india-gate-delhi,India Gate Delhi,Brave,4,No
2025-09-27 13:30:00,https://jihadi-propaganda.onion,Recruitment Materials,Tor,19,Yes
2025-09-27 16:00:00,https://military-tactics-manuals.onion,Guerrilla Warfare Guides,Tor,13,Yes
2025-09-27 18:30:00,https://burner-phone-services.onion,Disposable Phone Numbers,Tor,8,Yes
2025-09-28 05:00:00,https://self-destruct-protocols.onion,Data Destruction Tools,Tor,10,Yes
2025-09-28 07:30:00,https://emergency-escape-routes.onion,Border Crossing Routes,Tor,12,Yes
